,Player,Pos_x,Age_x,Tm_x,G_x,MP_x,FG%_x,Dist.,%_of FGA_2P,%_of FGA_0-3,%_of FGA_3-10,%_of FGA_10-16,%_of FGA_16-3P,%_of FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P,%_Ast’d_2P,%_Ast’d_3P,%FGA_Dunks,#_Dunks,%3PA_Corner,3P%_Corner,Heaves_Att.,#_Heaves,Rk,Pos_y,Age_y,Tm_y,G_y,GS,MP_y,FG,FGA,FG%_y,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0-3_attempts,3-10_attempts,10-16_attempts,16-3P_attempts,midrange_attempts,corner_3_attempts,0-3_made,3-10_made,10-16_made,16-3P_made,midrange_made,corner_3_made,EFG%_3P,PPS_0-3,PPS_3-10,PPS_10-16,PPS_16-3P,PPS_midrange,PPS_3P
87,Facundo Campazzo,PG,29,DEN,65,1425,0.381,19.6,0.314,0.105,0.137,0.054,0.019,0.686,0.444,0.636,0.419,0.235,0.167,0.352,0.273,0.842,0.0,0,0.269,0.448,2,0,88,PG,29,DEN,65,19,1425,120,315,0.381,76,216,0.352,44,99,0.444,0.502,80,91,0.879,22,112,134,232,79,14,73,132,396,33.075000000000000,43.155,17.01,5.985000000000000,22.995,58.104000000000000,21.0357,18.081945,3.99735,0.9994950000000000,4.9968450000000000,26.030592000000000,0.528,1.272,0.838,0.47,0.334,0.43460273972602700,1.056
92,Jevon Carter,PG,25,PHO,60,717,0.422,21.2,0.323,0.076,0.054,0.072,0.121,0.677,0.528,0.588,0.417,0.563,0.519,0.371,0.526,0.946,0.004,1,0.252,0.395,1,0,93,PG,25,PHO,60,1,717,94,223,0.422,56,151,0.371,38,72,0.528,0.547,4,7,0.571,16,76,92,71,29,9,16,56,248,16.948,12.042,16.056000000000000,26.983,43.039,38.052,9.965424,5.021514,9.039528000000000,14.004177,23.043705000000000,15.03054,0.5565,1.176,0.834,1.126,1.038,1.0708290155440400,1.113
93,Wendell Carter Jr.,C,21,TOT,54,1375,0.503,8.2,0.888,0.4,0.256,0.158,0.074,0.112,0.53,0.689,0.444,0.361,0.324,0.294,0.767,0.933,0.112,48,0.196,0.4,0,0,94,C,21,TOT,54,44,1375,230,457,0.503,15,51,0.294,215,406,0.53,0.52,131,179,0.732,132,311,443,104,35,42,78,146,606,182.8,116.992,72.206,33.818,106.024,9.996,125.9492,51.944448,26.066366,10.957032,37.023398,3.9984,0.44100000000000000,1.378,0.888,0.722,0.648,0.698396551724138,0.8820000000000000
94,Michael Carter-Williams,SG,29,ORL,31,800,0.389,10.3,0.774,0.304,0.307,0.104,0.059,0.226,0.431,0.622,0.337,0.25,0.25,0.246,0.344,0.867,0.03,7,0.197,0.417,0,0,95,SG,29,ORL,31,25,800,105,270,0.389,15,61,0.246,90,209,0.431,0.417,49,80,0.613,39,100,139,129,25,17,69,81,274,82.08,82.89,28.08,15.93,44.01,12.017000000000000,51.05376,27.933930000000000,7.02,3.9825,11.0025,5.011089,0.369,1.244,0.674,0.5,0.5,0.5,0.738
95,Alex Caruso,PG,26,LAL,58,1216,0.436,14.8,0.551,0.246,0.144,0.102,0.059,0.449,0.464,0.653,0.341,0.323,0.222,0.401,0.487,0.927,0.039,9,0.409,0.393,1,0,96,PG,26,LAL,58,6,1216,133,305,0.436,55,137,0.401,78,168,0.464,0.526,49,76,0.645,31,139,170,160,64,15,76,108,370,75.03,43.920000000000000,31.11,17.995000000000000,49.105,56.033000000000000,48.99459,14.976720000000000,10.04853,3.9948900000000000,14.04342,22.020969000000000,0.6015,1.306,0.682,0.646,0.444,0.5719751552795030,1.203
100,Brandon Clarke,PF,24,MEM,59,1415,0.517,8.0,0.844,0.412,0.279,0.131,0.022,0.156,0.565,0.725,0.428,0.385,0.364,0.26,0.814,1.0,0.145,59,0.597,0.261,0,0,101,PF,24,MEM,59,16,1415,256,495,0.517,20,77,0.26,236,418,0.565,0.537,78,113,0.69,97,231,328,95,60,51,33,84,610,203.94,138.10500000000000,64.845,10.890000000000000,75.735,45.969,147.85650000000000,59.108940000000000,24.965325,3.9639600000000000,28.929285,11.997909,0.39,1.45,0.856,0.77,0.728,0.7639607843137260,0.78
101,Jordan Clarkson,SG,28,UTA,68,1818,0.425,17.2,0.443,0.09,0.27,0.074,0.008,0.557,0.523,0.67,0.497,0.488,0.111,0.347,0.165,0.63,0.013,11,0.172,0.301,1,0,102,SG,28,UTA,68,1,1818,457,1075,0.425,208,599,0.347,249,476,0.523,0.522,129,144,0.896,47,227,274,168,61,10,115,110,1251,96.75,290.25,79.55,8.6,88.15000000000000,103.02800000000000,64.8225,144.25425,38.8204,0.9546,39.775,31.011428000000000,0.5205,1.34,0.994,0.976,0.222,0.9024390243902440,1.041
104,John Collins,PF,23,ATL,63,1848,0.556,10.9,0.73,0.345,0.204,0.132,0.049,0.27,0.615,0.752,0.459,0.549,0.474,0.399,0.723,0.988,0.147,99,0.255,0.396,0,0,105,PF,23,ATL,63,63,1848,429,771,0.556,83,208,0.399,346,563,0.615,0.61,170,204,0.833,118,349,467,78,34,63,84,193,1111,265.995,157.284,101.772,37.779,139.55100000000000,53.04,200.02824,72.193356,55.872828000000000,17.907246,73.78007400000000,21.00384,0.5985,1.504,0.918,1.098,0.948,1.0573922651933700,1.197
105,Mike Conley,PG,33,UTA,51,1498,0.444,17.2,0.477,0.109,0.209,0.117,0.041,0.523,0.479,0.557,0.478,0.44,0.385,0.412,0.253,0.594,0.0,0,0.179,0.433,3,0,106,PG,33,UTA,51,51,1498,284,640,0.444,138,335,0.412,146,305,0.479,0.552,121,142,0.852,36,141,177,305,70,9,99,98,827,69.76,133.76,74.88000000000000,26.240000000000000,101.12,59.965000000000000,38.856320000000000,63.937280000000000,32.9472,10.102400000000000,43.049600000000000,25.964845000000000,0.618,1.114,0.956,0.88,0.77,0.8514556962025320,1.236
110,Robert Covington,PF,30,POR,70,2243,0.401,19.6,0.301,0.181,0.075,0.016,0.029,0.699,0.451,0.587,0.211,0.125,0.4,0.379,0.652,0.948,0.031,10,0.126,0.244,1,0,111,PF,30,POR,70,70,2243,204,509,0.401,135,356,0.379,69,153,0.451,0.533,50,62,0.806,61,405,466,117,101,84,64,195,593,92.12900000000000,38.175,8.144,14.761000000000000,22.905,44.856,54.079723000000000,8.054925000000000,1.018,5.904400000000000,6.9224000000000000,10.944864,0.5685,1.174,0.422,0.25,0.8,0.6044444444444450,1.137
111,Torrey Craig,SF,30,TOT,50,803,0.48,14.4,0.533,0.304,0.137,0.048,0.044,0.467,0.579,0.783,0.194,0.727,0.2,0.368,0.571,0.974,0.066,14,0.321,0.265,0,0,112,SF,30,TOT,50,8,803,109,227,0.48,39,106,0.368,70,121,0.579,0.566,17,22,0.773,57,140,197,49,28,26,25,83,274,69.008,31.099000000000000,10.896,9.988,20.884,34.026,54.033264000000000,6.033206000000000,7.921392,1.9976,9.918992,9.016890000000000,0.552,1.566,0.388,1.454,0.4,0.9499130434782610,1.104
112,Jae Crowder,PF,30,PHO,60,1648,0.404,21.9,0.228,0.075,0.049,0.03,0.073,0.772,0.455,0.649,0.417,0.267,0.361,0.389,0.804,0.959,0.006,2,0.255,0.402,0,0,113,PF,30,PHO,60,42,1648,199,492,0.404,148,380,0.389,51,112,0.455,0.555,57,75,0.76,32,250,282,127,48,27,55,125,603,36.9,24.108,14.76,35.916,50.676000000000000,96.9,23.9481,10.053036,3.94092,12.965676000000000,16.906596,38.9538,0.5835,1.298,0.834,0.534,0.722,0.667242718446602,1.167
114,Seth Curry,SG,30,PHI,57,1638,0.467,19.3,0.493,0.083,0.111,0.096,0.203,0.507,0.485,0.63,0.426,0.509,0.446,0.45,0.591,0.857,0.0,0,0.157,0.636,1,0,115,SG,30,PHI,57,57,1638,258,552,0.467,126,280,0.45,132,272,0.485,0.582,69,77,0.896,10,126,136,155,44,8,65,96,711,45.816,61.272,52.992000000000000,112.05600000000000,165.048,43.96,28.86408,26.101872,26.972928000000000,49.97697600000000,76.949904,27.958560000000000,0.675,1.26,0.852,1.018,0.892,0.9324548494983280,1.35
115,Stephen Curry,PG,32,GSW,63,2152,0.482,19.3,0.413,0.148,0.136,0.06,0.069,0.587,0.569,0.663,0.532,0.549,0.457,0.421,0.411,0.588,0.0,0,0.072,0.397,11,0,116,PG,32,GSW,63,63,2152,658,1365,0.482,337,801,0.421,321,564,0.569,0.605,362,395,0.916,29,316,345,363,77,8,213,119,2015,202.02000000000000,185.64000000000000,81.90000000000000,94.185,176.08500000000000,57.672,133.93926,98.76048000000000,44.9631,43.042545000000000,88.005645,22.895784,0.6315,1.326,1.064,1.098,0.914,0.9995813953488370,1.263
117,Anthony Davis,PF,27,LAL,36,1162,0.491,11.7,0.837,0.243,0.204,0.232,0.158,0.163,0.536,0.785,0.536,0.415,0.33,0.26,0.575,0.962,0.098,54,0.16,0.625,1,0,118,PF,27,LAL,36,36,1162,301,613,0.491,26,100,0.26,275,513,0.536,0.512,158,214,0.738,62,224,286,110,45,59,74,60,786,148.959,125.05200000000000,142.216,96.854,239.07,16.0,116.932815,67.027872,59.01964,31.961820000000000,90.98146,10.0,0.39,1.57,1.072,0.83,0.66,0.7611282051282050,0.78
119,Terence Davis,SG,23,TOT,61,1074,0.428,16.6,0.414,0.235,0.136,0.011,0.033,0.586,0.513,0.636,0.323,0.6,0.4,0.367,0.505,0.827,0.044,20,0.217,0.431,0,0,120,SG,23,TOT,61,4,1074,195,456,0.428,98,267,0.367,97,189,0.513,0.535,45,55,0.818,20,134,154,83,44,14,63,97,533,107.16,62.016000000000000,5.016,15.048,20.064,57.939,68.15376,20.031168,3.0096,6.0192000000000000,9.0288,24.971709,0.5505,1.272,0.646,1.2,0.8,0.9,1.101
123,DeMar DeRozan,PF,31,SAS,61,2056,0.495,11.0,0.92,0.191,0.268,0.282,0.178,0.08,0.515,0.636,0.51,0.459,0.482,0.257,0.248,0.947,0.021,17,0.324,0.292,0,0,124,PF,31,SAS,61,61,2056,455,920,0.495,19,74,0.257,436,846,0.515,0.505,387,440,0.88,40,219,259,422,56,15,119,128,1316,175.72,246.56,259.44,163.76,423.2,23.976,111.75792,125.74560000000000,119.08296,78.93232000000000,198.01528,7.000992000000000,0.3855,1.272,1.02,0.918,0.964,0.9358,0.771
125,Hamidou Diallo,SG-SF,22,TOT,52,1226,0.477,9.4,0.826,0.368,0.274,0.096,0.087,0.174,0.505,0.682,0.395,0.244,0.39,0.341,0.434,0.964,0.06,28,0.293,0.292,1,1,126,SG-SF,22,TOT,52,9,1226,224,470,0.477,28,82,0.341,196,388,0.505,0.506,128,200,0.64,59,213,272,101,41,24,76,134,604,172.96,128.78,45.12,40.89,86.01000000000000,24.026,117.95872000000000,50.868100000000000,11.009280000000000,15.9471,26.95638,7.015592,0.5115000000000000,1.364,0.79,0.488,0.78,0.6268196721311480,1.0230000000000000
126,Gorgui Dieng,C,31,TOT,38,552,0.521,14.6,0.571,0.252,0.141,0.129,0.049,0.429,0.591,0.78,0.435,0.524,0.25,0.429,0.6,0.967,0.074,11,0.171,0.583,0,0,127,C,31,TOT,38,1,552,85,163,0.521,30,70,0.429,55,93,0.591,0.613,58,67,0.866,40,100,140,48,26,16,32,56,258,41.076,22.983000000000000,21.027,7.987,29.014000000000000,11.97,32.03928,9.997605000000000,11.018148000000000,1.99675,13.014898000000000,6.97851,0.6435,1.56,0.87,1.048,0.5,0.8971460674157300,1.287
128,Donte DiVincenzo,SG,24,MIL,66,1814,0.42,17.2,0.426,0.257,0.083,0.053,0.033,0.574,0.475,0.574,0.34,0.281,0.35,0.379,0.533,0.779,0.02,8,0.176,0.426,1,0,129,SG,24,MIL,66,66,1814,253,603,0.42,131,346,0.379,122,257,0.475,0.528,51,71,0.718,81,299,380,203,72,15,91,112,688,154.971,50.049,31.959,19.899,51.858000000000000,60.896000000000000,88.95335400000000,17.01666,8.980479,6.96465,15.945129000000000,25.941696000000000,0.5685,1.148,0.68,0.562,0.7,0.6149534883720930,1.137
129,Luka Don,PG,21,DAL,66,2262,0.479,15.6,0.594,0.18,0.201,0.153,0.06,0.406,0.567,0.708,0.507,0.512,0.481,0.35,0.095,0.234,0.008,11,0.031,0.471,5,0,130,PG,21,DAL,66,66,2262,647,1351,0.479,192,548,0.35,455,803,0.567,0.55,344,471,0.73,54,473,527,567,64,36,281,152,1830,243.18000000000000,271.55100000000000,206.703,81.06,287.76300000000000,16.988,172.17144,137.67635700000000,105.831936,38.98986,144.821796,8.001348,0.5250000000000000,1.416,1.014,1.024,0.962,1.0065352112676100,1.0500000000000000
130,Luguentz Dort,SG,21,OKC,52,1543,0.387,15.4,0.485,0.233,0.196,0.036,0.02,0.515,0.432,0.564,0.296,0.391,0.308,0.343,0.455,0.894,0.011,7,0.134,0.432,0,0,131,SG,21,OKC,52,52,1543,247,639,0.387,113,329,0.343,134,310,0.432,0.475,122,164,0.744,38,151,189,88,45,19,79,134,729,148.887,125.244,23.004000000000000,12.780000000000000,35.784,44.086000000000000,83.97226800000000,37.072224,8.994564000000000,3.93624,12.930804000000000,19.045152,0.5145000000000000,1.128,0.592,0.782,0.616,0.7227142857142860,1.0290000000000000
131,Damyean Dotson,SG,26,CLE,46,907,0.406,18.4,0.457,0.174,0.075,0.072,0.137,0.543,0.545,0.667,0.591,0.333,0.475,0.289,0.493,0.891,0.007,2,0.208,0.333,2,0,132,SG,26,CLE,46,7,907,119,293,0.406,46,159,0.289,73,134,0.545,0.485,24,36,0.667,5,88,93,91,16,4,42,42,308,50.982,21.975000000000000,21.096,40.141000000000000,61.23700000000000,33.072000000000000,34.004994,12.987225000000000,7.024968,19.066975000000000,26.091943000000000,11.012976000000000,0.4335,1.334,1.182,0.666,0.95,0.8521626794258370,0.867
134,PJ Dozier,SG,24,DEN,50,1088,0.417,14.5,0.58,0.239,0.186,0.076,0.079,0.42,0.49,0.682,0.364,0.259,0.429,0.315,0.564,0.872,0.051,12,0.315,0.298,2,0,135,SG,24,DEN,50,6,1088,148,355,0.417,47,149,0.315,101,206,0.49,0.483,42,66,0.636,35,147,182,92,31,22,46,86,385,84.845,66.03,26.98,28.045,55.025000000000000,46.935,57.864290000000000,24.03492,6.98782,12.031305,19.019125,13.98663,0.47250000000000000,1.364,0.728,0.518,0.858,0.691290322580645,0.9450000000000000
135,Goran Dragi,PG,34,MIA,50,1337,0.432,15.3,0.56,0.205,0.164,0.142,0.049,0.44,0.479,0.588,0.396,0.456,0.37,0.373,0.322,0.802,0.0,0,0.172,0.548,1,0,136,PG,34,MIA,50,11,1337,240,555,0.432,91,244,0.373,149,311,0.479,0.514,101,122,0.828,25,144,169,219,33,8,118,113,672,113.77500000000000,91.02000000000000,78.81000000000000,27.195,106.005,41.968000000000000,66.8997,36.04392000000000,35.93736,10.06215,45.99951,22.998464,0.5595,1.176,0.792,0.912,0.74,0.8678743455497380,1.119
139,Kevin Durant,PF,32,BRK,35,1157,0.537,14.9,0.687,0.149,0.154,0.254,0.129,0.313,0.577,0.833,0.473,0.536,0.487,0.45,0.477,0.647,0.066,38,0.074,0.643,0,0,140,PF,32,BRK,35,32,1157,324,603,0.537,85,189,0.45,239,414,0.577,0.608,210,238,0.882,13,234,247,195,25,45,120,70,943,89.847,92.862,153.162,77.787,230.949,13.986000000000000,74.84255100000000,43.923726000000000,82.09483200000000,37.882269,119.977101,8.992998,0.675,1.666,0.946,1.072,0.974,1.0389921671018300,1.35
140,Anthony Edwards,SG,19,MIN,72,2314,0.417,14.2,0.571,0.306,0.145,0.047,0.072,0.429,0.483,0.647,0.318,0.246,0.276,0.329,0.392,0.632,0.066,70,0.14,0.301,3,0,141,SG,19,MIN,72,55,2314,505,1211,0.417,171,520,0.329,334,691,0.483,0.488,211,272,0.776,59,277,336,211,82,36,160,129,1392,370.566,175.595,56.917,87.192,144.10900000000000,72.80000000000000,239.756202,55.83921,14.001582,24.064992,38.066574,21.912800000000000,0.49350000000000000,1.294,0.636,0.492,0.552,0.5283025210084040,0.9870000000000000
144,Wayne Ellington,SG,33,DET,46,1012,0.441,22.4,0.186,0.074,0.033,0.036,0.044,0.814,0.524,0.6,0.636,0.417,0.4,0.422,0.758,0.957,0.0,0,0.204,0.321,0,0,145,SG,33,DET,46,31,1012,149,338,0.441,116,275,0.422,33,63,0.524,0.612,28,35,0.8,12,73,85,67,18,9,33,59,442,25.012,11.154,12.168,14.872,27.04,56.100000000000000,15.0072,7.0939440000000000,5.074056,5.9488,11.022856,18.0081,0.633,1.2,1.272,0.834,0.8,0.8153000000000000,1.266
145,Joel Embiid,C,26,PHI,51,1585,0.513,11.8,0.829,0.219,0.227,0.246,0.137,0.171,0.541,0.736,0.441,0.48,0.504,0.377,0.429,0.879,0.05,41,0.045,0.571,1,0,146,C,26,PHI,51,51,1585,461,899,0.513,58,154,0.377,403,745,0.541,0.545,471,548,0.859,113,426,539,145,50,69,159,123,1451,196.881,204.073,221.154,123.16300000000000,344.317,6.93,144.904416,89.996193,106.15392,62.074152000000000,168.228072,3.9570300000000000,0.5655,1.472,0.882,0.96,1.008,0.9771697127937340,1.131
146,James Ennis,SF,30,ORL,41,986,0.473,13.8,0.572,0.251,0.222,0.066,0.033,0.428,0.504,0.639,0.352,0.5,0.5,0.433,0.586,0.933,0.041,9,0.24,0.48,0,0,147,SF,30,ORL,41,37,986,115,243,0.473,45,104,0.433,70,139,0.504,0.566,70,87,0.805,43,123,166,62,32,7,36,84,345,60.993,53.946,16.038,8.019,24.057000000000000,24.96,38.974527,18.988992,8.019,4.0095,12.028500000000000,11.9808,0.6495,1.278,0.704,1.0,1.0,1.0,1.299
157,Malachi Flynn,PG,22,TOR,47,928,0.374,17.6,0.506,0.126,0.174,0.109,0.097,0.494,0.424,0.605,0.407,0.405,0.242,0.321,0.082,0.722,0.0,0,0.095,0.375,1,0,158,PG,22,TOR,47,14,928,127,340,0.374,54,168,0.321,73,172,0.424,0.453,45,56,0.804,10,106,116,137,38,7,43,68,353,42.84,59.16,37.06,32.980000000000000,70.04,15.96,25.918200000000000,24.07812,15.009300000000000,7.981160000000000,22.990460000000000,5.985,0.48150000000000000,1.21,0.814,0.81,0.484,0.6564951456310680,0.9630000000000000
158,Bryn Forbes,SG,27,MIL,70,1354,0.473,21.0,0.355,0.045,0.078,0.091,0.142,0.645,0.511,0.542,0.39,0.604,0.507,0.452,0.667,0.968,0.002,1,0.229,0.449,0,0,159,SG,27,MIL,70,10,1354,250,529,0.473,154,341,0.452,96,188,0.511,0.618,47,61,0.77,11,101,112,45,24,1,44,77,701,23.805,41.262,48.139000000000000,75.118,123.25700000000000,78.089,12.90231,16.09218,29.075956000000000,38.084826,67.160782,35.061961000000000,0.678,1.084,0.78,1.208,1.014,1.0897682403433500,1.356
160,Evan Fournier,SF-SG,28,TOT,42,1259,0.457,17.7,0.477,0.137,0.155,0.092,0.092,0.523,0.504,0.595,0.5,0.46,0.42,0.413,0.485,0.786,0.006,2,0.155,0.568,1,0,161,SF-SG,28,TOT,42,36,1259,247,541,0.457,117,283,0.413,130,258,0.504,0.565,108,137,0.788,10,118,128,144,47,19,73,96,719,74.117,83.855,49.772,49.772,99.544,43.865,44.099615,41.9275,22.89512,20.904240000000000,43.79936000000000,24.915320000000000,0.6195000000000000,1.19,1.0,0.92,0.84,0.8800000000000000,1.2390000000000000
161,De'Aaron Fox,PG,23,SAC,58,2036,0.477,12.9,0.712,0.233,0.232,0.151,0.095,0.288,0.539,0.761,0.426,0.482,0.362,0.322,0.16,0.524,0.015,17,0.094,0.367,1,0,162,PG,23,SAC,58,58,2036,529,1110,0.477,103,320,0.322,426,790,0.539,0.523,300,417,0.719,33,170,203,417,87,27,174,170,1461,258.63,257.52000000000000,167.61000000000000,105.45,273.06,30.08,196.81743,109.70352000000000,80.78802000000000,38.1729,118.96092000000000,11.039360000000000,0.483,1.522,0.852,0.964,0.724,0.8713170731707320,0.966
167,Danilo Gallinari,PF,32,ATL,51,1222,0.434,19.4,0.465,0.084,0.088,0.152,0.141,0.535,0.466,0.65,0.405,0.472,0.388,0.406,0.515,0.932,0.017,6,0.094,0.333,2,0,168,PF,32,ATL,51,4,1222,206,475,0.434,103,254,0.406,103,221,0.466,0.542,161,174,0.925,17,194,211,76,30,10,43,105,676,39.900000000000000,41.8,72.2,66.975,139.175,23.876,25.935000000000000,16.929,34.0784,25.9863,60.0647,7.9507080000000000,0.609,1.3,0.81,0.944,0.776,0.8631535836177470,1.218
168,Langston Galloway,SG,29,PHO,40,438,0.449,19.3,0.422,0.054,0.109,0.143,0.116,0.578,0.484,0.5,0.5,0.524,0.412,0.424,0.8,1.0,0.0,0,0.494,0.429,1,0,169,SG,29,PHO,40,0,438,66,147,0.449,36,85,0.424,30,62,0.484,0.571,22,23,0.957,7,35,42,26,8,0,13,25,190,7.938,16.023,21.021000000000000,17.052,38.07300000000000,41.99,3.969,8.0115,11.015004,7.025424000000000,18.040428,18.01371,0.636,1.0,1.0,1.048,0.824,0.9476756756756760,1.272
169,Darius Garland,PG,21,CLE,54,1790,0.451,13.1,0.668,0.238,0.269,0.111,0.05,0.332,0.479,0.586,0.444,0.393,0.35,0.395,0.307,0.705,0.001,1,0.173,0.435,0,0,170,PG,21,CLE,54,50,1790,362,802,0.451,105,266,0.395,257,536,0.479,0.517,112,132,0.848,23,106,129,329,66,6,164,110,941,190.876,215.738,89.022,40.1,129.122,46.018000000000000,111.853336,95.787672,34.985646,14.035,49.020646,20.017830000000000,0.5925,1.172,0.888,0.786,0.7,0.7592919254658390,1.185
170,Marc Gasol,C,36,LAL,52,993,0.454,19.3,0.371,0.093,0.134,0.119,0.026,0.629,0.528,0.778,0.5,0.391,0.4,0.41,0.737,0.98,0.015,3,0.082,0.5,0,0,171,C,36,LAL,52,42,993,88,194,0.454,50,122,0.41,38,72,0.528,0.582,36,50,0.72,38,177,215,109,26,58,53,115,262,18.042,25.996000000000000,23.086,5.044,28.13,10.004,14.036676000000000,12.998000000000000,9.026626,2.0176,11.044226,5.002,0.615,1.556,1.0,0.782,0.8,0.7852275862068970,1.23
171,Rudy Gay,PF,34,SAS,63,1358,0.42,17.1,0.557,0.121,0.139,0.172,0.126,0.443,0.451,0.605,0.448,0.407,0.367,0.381,0.405,0.896,0.037,19,0.183,0.314,2,0,172,PF,34,SAS,63,1,1358,264,628,0.42,106,278,0.381,158,350,0.451,0.505,82,102,0.804,42,261,303,88,45,40,65,115,716,75.988,87.292,108.01600000000000,79.128,187.144,50.874,45.97274,39.106816,43.962512,29.039976,73.002488,15.974436,0.5715,1.21,0.896,0.814,0.734,0.7801744966442950,1.143
172,Paul George,SF,30,LAC,54,1821,0.467,16.2,0.563,0.185,0.146,0.113,0.12,0.437,0.51,0.636,0.403,0.444,0.509,0.411,0.277,0.673,0.024,19,0.18,0.56,4,0,173,SF,30,LAC,54,54,1821,445,953,0.467,171,416,0.411,274,537,0.51,0.557,198,228,0.868,45,314,359,280,62,24,179,132,1259,176.305,139.138,107.68900000000000,114.36,222.049,74.88,112.12998,56.07261400000000,47.813916000000000,58.20924,106.023156,41.9328,0.6165000000000000,1.272,0.806,0.888,1.018,0.9549527896995710,1.2330000000000000
175,Shai Gilgeous-Alexander,SG,22,OKC,35,1180,0.508,11.6,0.699,0.333,0.225,0.097,0.044,0.301,0.547,0.633,0.528,0.382,0.36,0.418,0.074,0.296,0.018,10,0.076,0.462,0,0,176,SG,22,OKC,35,35,1180,287,565,0.508,71,170,0.418,216,395,0.547,0.571,185,229,0.808,19,147,166,207,27,23,106,70,830,188.145,127.125,54.805,24.86,79.66500000000000,12.92,119.095785,67.122,20.93551,8.9496,29.88511,5.969040000000000,0.627,1.266,1.056,0.764,0.72,0.7502695035460990,1.254
179,Brandon Goodwin,PG,25,ATL,47,620,0.377,16.1,0.538,0.233,0.157,0.099,0.049,0.462,0.433,0.481,0.4,0.455,0.273,0.311,0.269,0.688,0.0,0,0.107,0.455,2,0,180,PG,25,ATL,47,5,620,84,223,0.377,32,103,0.311,52,120,0.433,0.448,28,43,0.651,8,61,69,95,17,0,36,41,228,51.959,35.011,22.077,10.927,33.004000000000000,11.021000000000000,24.992279,14.004400000000000,10.045035,2.9830710000000000,13.028106000000000,5.014555,0.4665,0.962,0.8,0.91,0.546,0.7894864864864860,0.933
180,Aaron Gordon,PF,25,TOT,50,1384,0.463,13.5,0.647,0.283,0.166,0.132,0.066,0.353,0.533,0.709,0.398,0.439,0.303,0.335,0.494,0.831,0.114,52,0.188,0.333,3,0,181,PF,25,TOT,50,50,1384,231,499,0.463,59,176,0.335,172,323,0.533,0.522,97,149,0.651,77,207,284,161,33,34,97,89,618,141.21700000000000,82.834,65.86800000000000,32.934000000000000,98.80200000000000,33.088,100.12285300000000,32.967932000000000,28.916052000000000,9.979002000000000,38.895054,11.018304,0.5025000000000000,1.418,0.796,0.878,0.606,0.7873333333333330,1.0050000000000000
182,Devonte' Graham,PG,25,CHO,55,1659,0.377,21.8,0.287,0.075,0.052,0.072,0.088,0.713,0.38,0.44,0.286,0.354,0.407,0.375,0.397,0.771,0.001,1,0.103,0.49,1,0,183,PG,25,CHO,55,44,1659,252,669,0.377,179,477,0.375,73,192,0.38,0.51,133,158,0.842,22,126,148,295,48,6,84,77,816,50.175,34.788,48.168,58.872,107.04000000000000,49.131,22.077000000000000,9.949368000000000,17.051472,23.960904,41.012376,24.074190000000000,0.5625,0.88,0.572,0.708,0.814,0.7663000000000000,1.125
183,Jerami Grant,SF,26,DET,54,1829,0.429,14.6,0.647,0.207,0.197,0.1,0.143,0.353,0.473,0.668,0.386,0.366,0.383,0.35,0.537,0.93,0.044,37,0.198,0.369,0,0,184,SF,26,DET,54,54,1829,400,932,0.429,115,329,0.35,285,603,0.473,0.491,290,343,0.845,35,215,250,152,35,58,109,125,1205,192.92400000000000,183.604,93.2,133.27600000000000,226.476,65.14200000000000,128.873232,70.871144,34.111200000000000,51.04470800000000,85.155908,24.037398000000000,0.5250000000000000,1.336,0.772,0.732,0.766,0.7520082304526750,1.0500000000000000
184,Danny Green,SF,33,PHI,69,1934,0.412,21.5,0.206,0.059,0.072,0.042,0.033,0.794,0.438,0.5,0.333,0.565,0.389,0.405,0.673,0.92,0.004,2,0.456,0.442,2,0,185,SF,33,PHI,69,69,1934,224,544,0.412,175,432,0.405,49,112,0.438,0.573,31,40,0.775,55,205,260,118,92,56,67,125,654,32.096,39.168,22.848000000000000,17.952,40.800000000000000,196.99200000000000,16.048,13.042944,12.90912,6.983328000000000,19.892448,87.07046400000000,0.6075,1.0,0.666,1.13,0.778,0.97512,1.215
185,Draymond Green,PF,30,GSW,63,1982,0.447,12.2,0.668,0.347,0.218,0.05,0.053,0.332,0.535,0.667,0.458,0.211,0.3,0.27,0.618,0.971,0.076,27,0.127,0.375,2,0,186,PF,30,GSW,63,63,1982,170,380,0.447,34,126,0.27,136,254,0.535,0.492,70,88,0.795,55,394,449,558,105,52,188,194,444,131.86000000000000,82.84,19.0,20.14,39.14,16.002,87.95062,37.940720000000000,4.0090000000000000,6.042,10.051000000000000,6.00075,0.405,1.334,0.916,0.422,0.6,0.5135922330097090,0.81
186,JaMychal Green,PF,30,DEN,58,1120,0.463,15.5,0.471,0.249,0.158,0.027,0.037,0.529,0.534,0.688,0.407,0.2,0.286,0.399,0.585,1.0,0.096,27,0.273,0.444,0,0,187,PF,30,DEN,58,5,1120,173,374,0.463,79,198,0.399,94,176,0.534,0.568,46,57,0.807,85,192,277,53,26,22,53,144,471,93.126,59.092,10.098,13.838,23.936,54.054,64.070688,24.050444,2.0196,3.9576680000000000,5.977268,23.999976,0.5985,1.376,0.814,0.4,0.572,0.4994375,1.197
