,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,total_rebounds,turnovers,year
0,31.0,6.0,22.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,Curly Armstrong,0.0,6.0,9.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",armstcu01,0.0,,0.0,0.0,1950.0
1,29.0,13.0,31.0,15.0,0.0,0.0,0.0,6.0,0.0,12.0,10.0,0.0,0.0,Cliff Barker,0.0,10.0,34.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],barkecl01,0.0,,0.0,0.0,1950.0
2,25.0,4.0,25.0,6.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,0.0,0.0,Leo Barnhorst,0.0,10.0,22.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],barnhle01,0.0,,0.0,0.0,1950.0
3,22.0,22.0,70.0,28.0,0.0,0.0,0.0,5.0,0.0,22.0,22.0,0.0,0.0,Ralph Beard,0.0,11.0,66.0,[<Position.GUARD: 'GUARD'>],beardra01,0.0,,0.0,0.0,1950.0
4,28.0,17.0,61.0,29.0,0.0,0.0,0.0,8.0,0.0,18.0,21.0,0.0,0.0,Charlie Black,0.0,38.0,57.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",blackch01,0.0,,0.0,0.0,1950.0
5,25.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Nelson Bobb,0.0,3.0,2.0,[<Position.POINT_GUARD: 'POINT GUARD'>],bobbne01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
6,22.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Jake Bornheimer,0.0,2.0,2.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",bornhja01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
7,22.0,7.0,52.0,32.0,0.0,0.0,0.0,5.0,0.0,23.0,29.0,0.0,0.0,Vince Boryla,0.0,25.0,75.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],borylvi01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
8,23.0,11.0,43.0,20.0,0.0,0.0,0.0,3.0,0.0,15.0,13.0,0.0,0.0,Bob Brannum,0.0,16.0,43.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],brannbo01,0.0,,0.0,0.0,1950.0
9,22.0,19.0,68.0,38.0,0.0,0.0,0.0,5.0,0.0,28.0,29.0,0.0,0.0,Carl Braun*,0.0,21.0,85.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",braunca01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
10,26.0,19.0,96.0,48.0,0.0,0.0,0.0,8.0,0.0,26.0,43.0,0.0,0.0,Frankie Brian,0.0,24.0,95.0,[<Position.GUARD: 'GUARD'>],brianfr01,0.0,,0.0,0.0,1950.0
11,23.0,8.0,31.0,4.0,0.0,0.0,0.0,3.0,0.0,16.0,4.0,0.0,0.0,Jack Burmaster,0.0,7.0,36.0,[<Position.GUARD: 'GUARD'>],burmaja01,0.0,,0.0,0.0,1950.0
12,30.0,11.0,37.0,15.0,0.0,0.0,0.0,10.0,0.0,21.0,12.0,0.0,0.0,Don Carlson,0.0,19.0,54.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",carlsdo01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
13,32.0,2.0,30.0,14.0,0.0,0.0,0.0,4.0,0.0,11.0,10.0,0.0,0.0,Bob Carpenter,0.0,6.0,32.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",carpebo01,0.0,,0.0,0.0,1950.0
14,25.0,3.0,21.0,6.0,0.0,0.0,0.0,8.0,0.0,3.0,4.0,0.0,0.0,Jake Carter,0.0,12.0,10.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",carteja01,0.0,,0.0,0.0,1950.0
15,32.0,52.0,68.0,46.0,0.0,0.0,0.0,11.0,0.0,23.0,38.0,0.0,0.0,Al Cervi*,0.0,36.0,84.0,[<Position.POINT_GUARD: 'POINT GUARD'>],cervial01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
16,24.0,4.0,26.0,13.0,0.0,0.0,0.0,8.0,0.0,7.0,5.0,0.0,0.0,Leroy Chollet,0.0,11.0,19.0,[<Position.FORWARD: 'FORWARD'>],chollle01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
17,28.0,14.0,109.0,30.0,0.0,0.0,0.0,8.0,0.0,33.0,25.0,0.0,0.0,Bill Closs,0.0,27.0,91.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],clossbi01,0.0,,0.0,0.0,1950.0
18,25.0,4.0,20.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,Jack Coleman,0.0,8.0,15.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],colemja01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
19,26.0,6.0,10.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,Bobby Cook,0.0,3.0,9.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",cookbo01,0.0,,0.0,0.0,1950.0
20,22.0,10.0,36.0,11.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,0.0,Ray Corley,0.0,5.0,17.0,[<Position.GUARD: 'GUARD'>],corlera01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
21,26.0,4.0,27.0,9.0,0.0,0.0,0.0,2.0,0.0,9.0,8.0,0.0,0.0,Chink Crossin,0.0,3.0,26.0,[<Position.GUARD: 'GUARD'>],crossch01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
22,27.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,Fran Curran,0.0,0.0,5.0,[<Position.GUARD: 'GUARD'>],currafr01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
23,30.0,9.0,17.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,Bob Davies*,0.0,11.0,15.0,[<Position.POINT_GUARD: 'POINT GUARD'>],daviebo01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
24,26.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,Hook Dillon,0.0,2.0,4.0,[<Position.FORWARD: 'FORWARD'>],dilloho01,0.0,,0.0,0.0,1950.0
25,23.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,Harry Donovan,0.0,4.0,2.0,[<Position.GUARD: 'GUARD'>],donovha01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
26,27.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,Andy Duncan,0.0,5.0,6.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",duncaan01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
27,27.0,7.0,45.0,25.0,0.0,0.0,0.0,3.0,0.0,17.0,15.0,0.0,0.0,Dike Eddleman,0.0,17.0,49.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],eddledi01,0.0,,0.0,0.0,1950.0
28,32.0,1.0,5.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,Gene Englund,0.0,6.0,11.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",engluge01,0.0,,0.0,0.0,1950.0
29,24.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Bob Evans,0.0,3.0,2.0,[<Position.GUARD: 'GUARD'>],evansbo01,0.0,,0.0,0.0,1950.0
30,30.0,6.0,12.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,Bob Feerick,0.0,10.0,9.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",feeribo01,0.0,,0.0,0.0,1950.0
31,24.0,30.0,97.0,29.0,0.0,0.0,0.0,12.0,0.0,33.0,16.0,0.0,0.0,Arnie Ferrin,0.0,51.0,82.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",ferriar01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
32,27.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Jerry Fleishman,0.0,6.0,2.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],fleisje01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
33,28.0,2.0,26.0,10.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,Joe Fulks*,0.0,10.0,15.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],fulksjo01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
34,27.0,25.0,97.0,31.0,0.0,0.0,0.0,10.0,0.0,25.0,26.0,0.0,0.0,Bill Gabor,0.0,27.0,76.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gaborbi01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
35,22.0,6.0,52.0,32.0,0.0,0.0,0.0,5.0,0.0,20.0,25.0,0.0,0.0,Harry Gallatin*,0.0,23.0,65.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",gallaha01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
36,24.0,2.0,44.0,9.0,0.0,0.0,0.0,2.0,0.0,15.0,6.0,0.0,0.0,Vern Gardner,0.0,11.0,36.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],gardnve01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
37,29.0,9.0,37.0,10.0,0.0,0.0,0.0,7.0,0.0,9.0,7.0,0.0,0.0,Frank Gates,0.0,15.0,25.0,[<Position.GUARD: 'GUARD'>],gatesfr01,0.0,,0.0,0.0,1950.0
38,26.0,2.0,11.0,5.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,Dee Gibson,0.0,11.0,11.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",gibsode01,0.0,,0.0,0.0,1950.0
39,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Joe Graboski,0.0,0.0,0.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",grabojo01,0.0,,0.0,0.0,1950.0
40,22.0,7.0,45.0,14.0,0.0,0.0,0.0,11.0,0.0,18.0,7.0,0.0,0.0,Bud Grant,0.0,25.0,43.0,[<Position.FORWARD: 'FORWARD'>],grantbu01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
41,23.0,12.0,74.0,59.0,0.0,0.0,0.0,6.0,0.0,44.0,49.0,0.0,0.0,Alex Groza,0.0,21.0,137.0,[<Position.CENTER: 'CENTER'>],grozaal01,0.0,,0.0,0.0,1950.0
42,24.0,5.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,Al Guokas,0.0,3.0,6.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",guokaal01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
43,30.0,3.0,16.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,5.0,0.0,0.0,Chick Halbert,0.0,7.0,19.0,[<Position.CENTER: 'CENTER'>],halbech01,0.0,,0.0,0.0,1950.0
44,31.0,17.0,40.0,17.0,0.0,0.0,0.0,6.0,0.0,14.0,15.0,0.0,0.0,Bruce Hale,0.0,11.0,43.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",halebr01,0.0,,0.0,0.0,1950.0
45,26.0,10.0,86.0,34.0,0.0,0.0,0.0,11.0,0.0,38.0,17.0,0.0,0.0,Alex Hannum*,0.0,50.0,93.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],hannual01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
46,29.0,13.0,89.0,47.0,0.0,0.0,0.0,8.0,0.0,32.0,35.0,0.0,0.0,John Hargis,0.0,26.0,99.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",hargijo01,0.0,,0.0,0.0,1950.0
47,22.0,11.0,32.0,20.0,0.0,0.0,0.0,4.0,0.0,9.0,12.0,0.0,0.0,Bob Harris,0.0,15.0,30.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",harribo01,0.0,,0.0,0.0,1950.0
48,22.0,12.0,37.0,14.0,0.0,0.0,0.0,12.0,0.0,16.0,10.0,0.0,0.0,Bob Harrison,0.0,34.0,42.0,[<Position.GUARD: 'GUARD'>],harribo02,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
49,28.0,4.0,12.0,10.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,0.0,0.0,Billy Hassett,0.0,8.0,9.0,[<Position.GUARD: 'GUARD'>],hassebi01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
50,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Marshall Hawkins,0.0,1.0,0.0,[<Position.FORWARD: 'FORWARD'>],hawkima01,0.0,,0.0,0.0,1950.0
51,25.0,5.0,17.0,9.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,Bill Henry,0.0,14.0,9.0,[<Position.CENTER: 'CENTER'>],henrybi01,0.0,,0.0,0.0,1950.0
52,26.0,5.0,24.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,0.0,0.0,Kleggie Hermsen,0.0,12.0,18.0,"[<Position.CENTER: 'CENTER'>, <Position.FORWARD: 'FORWARD'>]",hermskl01,0.0,,0.0,0.0,1950.0
53,24.0,15.0,61.0,15.0,0.0,0.0,0.0,6.0,0.0,21.0,6.0,0.0,0.0,Joe Holland,0.0,29.0,48.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hollajo01,0.0,,0.0,0.0,1950.0
54,29.0,0.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,Red Holzman*,0.0,3.0,7.0,[<Position.POINT_GUARD: 'POINT GUARD'>],holzmre01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
55,24.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Gene James,0.0,0.0,2.0,[<Position.FORWARD: 'FORWARD'>],jamesge01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
56,29.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,Tony Jaros,0.0,2.0,1.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",jarosto01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
57,29.0,5.0,12.0,12.0,0.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,0.0,Arnie Johnson,0.0,11.0,20.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsar01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
58,28.0,8.0,32.0,16.0,0.0,0.0,0.0,4.0,0.0,8.0,12.0,0.0,0.0,Ralph Johnson,0.0,13.0,28.0,[<Position.POINT_GUARD: 'POINT GUARD'>],johnsra01,0.0,,0.0,0.0,1950.0
59,23.0,22.0,73.0,34.0,0.0,0.0,0.0,5.0,0.0,22.0,29.0,0.0,0.0,Wah Wah Jones,0.0,26.0,73.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],joneswa01,0.0,,0.0,0.0,1950.0
60,24.0,8.0,44.0,30.0,0.0,0.0,0.0,3.0,0.0,17.0,18.0,0.0,0.0,Noble Jorgensen,0.0,15.0,52.0,[<Position.CENTER: 'CENTER'>],jorgeno01,0.0,,0.0,0.0,1950.0
61,26.0,3.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,Leo Katkaveck,0.0,7.0,6.0,[<Position.GUARD: 'GUARD'>],katkale01,0.0,,0.0,0.0,1950.0
62,25.0,5.0,30.0,22.0,0.0,0.0,0.0,4.0,0.0,12.0,13.0,0.0,0.0,Jack Kerris,0.0,17.0,37.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kerrija01,0.0,,0.0,0.0,1950.0
63,25.0,1.0,7.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,Walt Kirk,0.0,8.0,5.0,[<Position.POINT_GUARD: 'POINT GUARD'>],kirkwa01,0.0,,0.0,0.0,1950.0
64,26.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,Leo Klier,0.0,1.0,1.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",klierle01,0.0,,0.0,0.0,1950.0
65,24.0,3.0,10.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,Duane Klueh,0.0,8.0,9.0,[<Position.GUARD: 'GUARD'>],kluehdu01,0.0,,0.0,0.0,1950.0
66,29.0,14.0,107.0,28.0,0.0,0.0,0.0,8.0,0.0,26.0,16.0,0.0,0.0,Milo Komenich,0.0,36.0,68.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",komenmi01,0.0,,0.0,0.0,1950.0
67,24.0,4.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,Frank Kudelka,0.0,4.0,5.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",kudelfr01,0.0,,0.0,0.0,1950.0
68,29.0,13.0,37.0,5.0,0.0,0.0,0.0,9.0,0.0,13.0,5.0,0.0,0.0,Andrew Levane,0.0,11.0,31.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",levanan01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
69,24.0,5.0,16.0,7.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,Ron Livingstone,0.0,12.0,16.0,[<Position.CENTER: 'CENTER'>],livinro01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
70,26.0,3.0,18.0,3.0,0.0,0.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,Ray Lumpp,0.0,10.0,22.0,[<Position.GUARD: 'GUARD'>],lumppra01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
71,27.0,21.0,100.0,51.0,0.0,0.0,0.0,11.0,0.0,39.0,39.0,0.0,0.0,Johnny Macknowski,0.0,18.0,117.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",macknjo01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
72,24.0,25.0,50.0,24.0,0.0,0.0,0.0,12.0,0.0,21.0,14.0,0.0,0.0,Slater Martin*,0.0,35.0,56.0,[<Position.POINT_GUARD: 'POINT GUARD'>],martisl01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
73,24.0,27.0,52.0,26.0,0.0,0.0,0.0,5.0,0.0,22.0,19.0,0.0,0.0,Dick McGuire*,0.0,21.0,63.0,[<Position.POINT_GUARD: 'POINT GUARD'>],mcguidi01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
74,31.0,3.0,22.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,Bones McKinney,0.0,11.0,16.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mckinbo01,0.0,,0.0,0.0,1950.0
75,22.0,9.0,21.0,9.0,0.0,0.0,0.0,6.0,0.0,4.0,6.0,0.0,0.0,Mal McMullen,0.0,19.0,14.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",mcmulma01,0.0,,0.0,0.0,1950.0
76,26.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,Stan Miasek,0.0,2.0,5.0,"[<Position.CENTER: 'CENTER'>, <Position.FORWARD: 'FORWARD'>]",miasest01,0.0,,0.0,0.0,1950.0
77,24.0,2.0,24.0,11.0,0.0,0.0,0.0,2.0,0.0,8.0,10.0,0.0,0.0,Ed Mikan,0.0,8.0,26.0,[<Position.CENTER: 'CENTER'>],mikaned01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
78,25.0,36.0,316.0,170.0,0.0,0.0,0.0,12.0,0.0,121.0,134.0,0.0,0.0,George Mikan*,0.0,47.0,376.0,[<Position.CENTER: 'CENTER'>],mikange01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
79,21.0,18.0,149.0,60.0,0.0,0.0,0.0,12.0,0.0,55.0,46.0,0.0,0.0,Vern Mikkelsen*,0.0,52.0,156.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],mikkeve01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
80,28.0,7.0,18.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,Leo Mogus,0.0,10.0,10.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",mogusle01,0.0,Team.PHILADELPHIA_WARRIORS,0.0,0.0,1950.0
81,24.0,14.0,40.0,26.0,0.0,0.0,0.0,3.0,0.0,14.0,15.0,0.0,0.0,Max Morris,0.0,8.0,43.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",morrima01,0.0,,0.0,0.0,1950.0
82,23.0,11.0,60.0,31.0,0.0,0.0,0.0,3.0,0.0,18.0,23.0,0.0,0.0,Jack Nichols,0.0,11.0,59.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],nichoja01,0.0,,0.0,0.0,1950.0
83,28.0,8.0,27.0,8.0,0.0,0.0,0.0,8.0,0.0,11.0,6.0,0.0,0.0,Richie Niemiera,0.0,10.0,28.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",niemiri01,0.0,,0.0,0.0,1950.0
84,25.0,1.0,7.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,Paul Noel,0.0,8.0,3.0,[<Position.FORWARD: 'FORWARD'>],noelpa01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
85,26.0,5.0,13.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,Dick O'Keefe,0.0,10.0,15.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",okeefdi01,0.0,,0.0,0.0,1950.0
86,26.0,4.0,27.0,17.0,0.0,0.0,0.0,4.0,0.0,12.0,13.0,0.0,0.0,John Oldham,0.0,15.0,37.0,[<Position.GUARD: 'GUARD'>],oldhajo01,0.0,,0.0,0.0,1950.0
87,28.0,6.0,25.0,26.0,0.0,0.0,0.0,2.0,0.0,10.0,21.0,0.0,0.0,Don Otten,0.0,7.0,41.0,[<Position.CENTER: 'CENTER'>],ottendo01,0.0,,0.0,0.0,1950.0
88,24.0,19.0,89.0,41.0,0.0,0.0,0.0,8.0,0.0,26.0,28.0,0.0,0.0,Red Owens,0.0,37.0,80.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],owensre01,0.0,,0.0,0.0,1950.0
89,27.0,1.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,Stan Patrick,0.0,2.0,10.0,"[<Position.FORWARD: 'FORWARD'>, <Position.GUARD: 'GUARD'>]",patrist01,0.0,,0.0,0.0,1950.0
90,27.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Warren Perkins,0.0,2.0,2.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",perkiwa01,0.0,,0.0,0.0,1950.0
91,25.0,1.0,43.0,14.0,0.0,0.0,0.0,11.0,0.0,18.0,8.0,0.0,0.0,Ed Peterson,0.0,33.0,44.0,[<Position.CENTER: 'CENTER'>],petered01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
92,24.0,3.0,10.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,Jack Phelan,0.0,10.0,10.0,[<Position.FORWARD: 'FORWARD'>],phelaja01,0.0,,0.0,0.0,1950.0
93,27.0,12.0,27.0,13.0,0.0,0.0,0.0,2.0,0.0,7.0,10.0,0.0,0.0,Andy Phillip*,0.0,8.0,24.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",phillan01,0.0,,0.0,0.0,1950.0
94,27.0,56.0,175.0,62.0,0.0,0.0,0.0,12.0,0.0,50.0,44.0,0.0,0.0,Jim Pollard*,0.0,36.0,144.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],pollaji01,0.0,Team.MINNEAPOLIS_LAKERS,0.0,0.0,1950.0
95,27.0,21.0,121.0,73.0,0.0,0.0,0.0,11.0,0.0,47.0,50.0,0.0,0.0,George Ratkovicz,0.0,45.0,144.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ratkoge01,0.0,Team.SYRACUSE_NATIONALS,0.0,0.0,1950.0
96,28.0,0.0,13.0,11.0,0.0,0.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0,Don Ray,0.0,7.0,18.0,"[<Position.FORWARD: 'FORWARD'>, <Position.CENTER: 'CENTER'>]",raydo01,0.0,,0.0,0.0,1950.0
97,35.0,5.0,27.0,11.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,Chick Reiser,0.0,11.0,23.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",reisech01,0.0,,0.0,0.0,1950.0
98,25.0,4.0,19.0,15.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,Arnie Risen*,0.0,7.0,23.0,[<Position.CENTER: 'CENTER'>],risenar01,0.0,Team.ROCHESTER_ROYALS,0.0,0.0,1950.0
99,25.0,8.0,33.0,28.0,0.0,0.0,0.0,5.0,0.0,10.0,25.0,0.0,0.0,Tex Ritter,0.0,22.0,45.0,"[<Position.GUARD: 'GUARD'>, <Position.FORWARD: 'FORWARD'>]",rittete01,0.0,Team.NEW_YORK_KNICKS,0.0,0.0,1950.0
100,26.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Kenny Rollins,0.0,4.0,0.0,[<Position.POINT_GUARD: 'POINT GUARD'>],rollike01,0.0,,0.0,0.0,1950.0
